id,sales
1089,51
1090,54
1091,57
1092,63
1093,68
1094,46
1095,51
1096,51
1097,54
1098,57
1099,63
1100,68
1101,46
1102,51
1103,51
1104,54
1105,57
1106,63
1107,68
1108,46
1109,51
1110,51
1111,56
1112,61
1113,66
1114,71
1115,49
1116,54
1117,54
1118,57
1119,62
1120,67
1121,71
1122,49
1123,54
1124,54
1125,57
1126,62
1127,67
1128,71
1129,49
1130,54
1131,54
1132,57
1133,62
1134,67
1135,71
1136,49
1137,54
1138,54
1139,64
1140,70
1141,75
1142,78
1143,53
1144,63
1145,63
1146,67
1147,71
1148,75
1149,79
1150,53
1151,63
1152,63
1153,67
1154,71
1155,75
1156,79
1157,53
1158,63
1159,63
1160,67
1161,71
1162,75
1163,79
1164,53
1165,63
1166,63
1167,67
1168,71
1169,75
1170,41
1171,48
1172,48
1173,51
1174,53
1175,57
1176,62
1177,41
1178,49
1179,48
1180,51
1181,53
1182,57
1183,62
1184,41
1185,49
1186,48
1187,51
1188,53
1189,57
1190,62
1191,41
1192,49
1193,48
1194,51
1195,53
1196,57
1197,62
1198,41
1199,49
1200,48
1201,52
1202,56
1203,61
1204,65
1205,44
1206,51
1207,50
1208,53
1209,57
1210,61
1211,65
1212,44
1213,51
1214,50
1215,53
1216,57
1217,61
1218,65
1219,44
1220,51
1221,50
1222,53
1223,57
1224,61
1225,65
1226,44
1227,51
1228,50
1229,58
1230,64
1231,68
1232,71
1233,49
1234,57
1235,57
1236,61
1237,65
1238,68
1239,72
1240,49
1241,57
1242,57
1243,61
1244,65
1245,68
1246,72
1247,49
1248,57
1249,57
1250,61
1251,65
1252,68
1253,72
1254,49
1255,57
1256,57
1257,61
1258,65
1259,68
1260,31
1261,34
1262,34
1263,36
1264,39
1265,42
1266,45
1267,31
1268,34
1269,34
1270,36
1271,39
1272,42
1273,45
1274,31
1275,34
1276,34
1277,36
1278,39
1279,42
1280,45
1281,31
1282,34
1283,34
1284,36
1285,39
1286,42
1287,45
1288,31
1289,34
1290,34
1291,38
1292,41
1293,44
1294,47
1295,33
1296,37
1297,36
1298,38
1299,41
1300,44
1301,47
1302,33
1303,37
1304,36
1305,38
1306,41
1307,44
1308,47
1309,33
1310,37
1311,36
1312,38
1313,41
1314,44
1315,47
1316,33
1317,37
1318,36
1319,42
1320,46
1321,49
1322,52
1323,36
1324,42
1325,42
1326,44
1327,47
1328,49
1329,52
1330,36
1331,42
1332,42
1333,44
1334,47
1335,49
1336,52
1337,36
1338,42
1339,42
1340,44
1341,47
1342,49
1343,52
1344,36
1345,42
1346,42
1347,44
1348,47
1349,49
1350,30
1351,33
1352,33
1353,35
1354,38
1355,41
1356,44
1357,31
1358,33
1359,33
1360,35
1361,38
1362,41
1363,44
1364,31
1365,33
1366,33
1367,35
1368,38
1369,41
1370,44
1371,31
1372,33
1373,33
1374,35
1375,38
1376,41
1377,44
1378,31
1379,33
1380,33
1381,37
1382,40
1383,43
1384,46
1385,32
1386,36
1387,35
1388,38
1389,41
1390,44
1391,46
1392,32
1393,36
1394,35
1395,38
1396,41
1397,44
1398,46
1399,32
1400,36
1401,35
1402,38
1403,41
1404,44
1405,46
1406,32
1407,36
1408,35
1409,42
1410,46
1411,48
1412,51
1413,36
1414,41
1415,41
1416,44
1417,46
1418,48
1419,51
1420,36
1421,41
1422,41
1423,44
1424,46
1425,48
1426,51
1427,36
1428,41
1429,41
1430,44
1431,46
1432,48
1433,51
1434,36
1435,41
1436,41
1437,44
1438,46
1439,48
1440,27
1441,31
1442,31
1443,33
1444,35
1445,38
1446,41
1447,28
1448,31
1449,31
1450,33
1451,35
1452,38
1453,41
1454,28
1455,31
1456,31
1457,33
1458,35
1459,38
1460,41
1461,28
1462,31
1463,31
1464,33
1465,35
1466,38
1467,41
1468,28
1469,31
1470,31
1471,34
1472,37
1473,40
1474,43
1475,29
1476,33
1477,33
1478,35
1479,38
1480,40
1481,43
1482,29
1483,33
1484,33
1485,35
1486,38
1487,40
1488,43
1489,29
1490,33
1491,33
1492,35
1493,38
1494,40
1495,43
1496,29
1497,33
1498,33
1499,39
1500,42
1501,45
1502,47
1503,32
1504,38
1505,38
1506,41
1507,43
1508,45
1509,47
1510,32
1511,38
1512,38
1513,41
1514,43
1515,45
1516,47
1517,32
1518,38
1519,38
1520,41
1521,43
1522,45
1523,47
1524,32
1525,38
1526,38
1527,41
1528,43
1529,45
1530,47
1531,56
1532,55
1533,59
1534,63
1535,67
1536,72
1537,48
1538,56
1539,55
1540,59
1541,63
1542,67
1543,72
1544,48
1545,56
1546,55
1547,59
1548,63
1549,67
1550,72
1551,48
1552,56
1553,55
1554,59
1555,63
1556,67
1557,72
1558,48
1559,56
1560,55
1561,61
1562,66
1563,70
1564,75
1565,51
1566,60
1567,59
1568,63
1569,66
1570,71
1571,75
1572,51
1573,60
1574,59
1575,63
1576,66
1577,71
1578,75
1579,51
1580,60
1581,59
1582,63
1583,66
1584,71
1585,75
1586,51
1587,60
1588,59
1589,68
1590,74
1591,79
1592,83
1593,59
1594,67
1595,67
1596,71
1597,75
1598,79
1599,83
1600,59
1601,67
1602,67
1603,71
1604,75
1605,79
1606,83
1607,59
1608,67
1609,67
1610,71
1611,75
1612,79
1613,83
1614,59
1615,67
1616,67
1617,71
1618,75
1619,79
1620,41
1621,47
1622,47
1623,50
1624,53
1625,58
1626,62
1627,41
1628,47
1629,47
1630,50
1631,53
1632,58
1633,62
1634,41
1635,47
1636,47
1637,50
1638,53
1639,58
1640,62
1641,41
1642,47
1643,47
1644,50
1645,53
1646,58
1647,62
1648,41
1649,47
1650,47
1651,51
1652,56
1653,61
1654,65
1655,43
1656,50
1657,49
1658,52
1659,57
1660,61
1661,65
1662,43
1663,50
1664,49
1665,52
1666,57
1667,61
1668,65
1669,43
1670,50
1671,49
1672,52
1673,57
1674,61
1675,65
1676,43
1677,50
1678,49
1679,58
1680,64
1681,68
1682,72
1683,48
1684,57
1685,57
1686,62
1687,65
1688,69
1689,72
1690,48
1691,57
1692,57
1693,62
1694,65
1695,69
1696,72
1697,48
1698,57
1699,57
1700,62
1701,65
1702,69
1703,72
1704,48
1705,57
1706,57
1707,62
1708,65
1709,69
1710,44
1711,51
1712,51
1713,53
1714,56
1715,60
1716,65
1717,45
1718,51
1719,51
1720,53
1721,56
1722,60
1723,65
1724,45
1725,51
1726,51
1727,53
1728,56
1729,60
1730,65
1731,45
1732,51
1733,51
1734,53
1735,56
1736,60
1737,65
1738,45
1739,51
1740,51
1741,54
1742,59
1743,63
1744,68
1745,48
1746,53
1747,53
1748,55
1749,59
1750,64
1751,68
1752,48
1753,53
1754,53
1755,55
1756,59
1757,64
1758,68
1759,48
1760,53
1761,53
1762,55
1763,59
1764,64
1765,68
1766,48
1767,53
1768,53
1769,61
1770,67
1771,72
1772,76
1773,52
1774,60
1775,60
1776,64
1777,69
1778,72
1779,76
1780,52
1781,60
1782,60
1783,64
1784,69
1785,72
1786,76
1787,52
1788,60
1789,60
1790,64
1791,69
1792,72
1793,76
1794,52
1795,60
1796,60
1797,64
1798,69
1799,72
1800,21
1801,24
1802,24
1803,26
1804,28
1805,31
1806,33
1807,22
1808,25
1809,24
1810,26
1811,28
1812,31
1813,33
1814,22
1815,25
1816,24
1817,26
1818,28
1819,31
1820,33
1821,22
1822,25
1823,24
1824,26
1825,28
1826,31
1827,33
1828,22
1829,25
1830,24
1831,27
1832,30
1833,33
1834,35
1835,23
1836,26
1837,26
1838,28
1839,30
1840,33
1841,35
1842,23
1843,26
1844,26
1845,28
1846,30
1847,33
1848,35
1849,23
1850,26
1851,26
1852,28
1853,30
1854,33
1855,35
1856,23
1857,26
1858,26
1859,31
1860,34
1861,36
1862,38
1863,26
1864,31
1865,31
1866,33
1867,35
1868,37
1869,38
1870,26
1871,31
1872,31
1873,33
1874,35
1875,37
1876,38
1877,26
1878,31
1879,31
1880,33
1881,35
1882,37
1883,38
1884,26
1885,31
1886,31
1887,33
1888,35
1889,37
1890,30
1891,35
1892,34
1893,37
1894,40
1895,43
1896,46
1897,30
1898,35
1899,35
1900,37
1901,40
1902,43
1903,46
1904,30
1905,35
1906,35
1907,37
1908,40
1909,43
1910,46
1911,30
1912,35
1913,35
1914,37
1915,40
1916,43
1917,46
1918,30
1919,35
1920,35
1921,38
1922,42
1923,45
1924,48
1925,32
1926,37
1927,37
1928,39
1929,42
1930,45
1931,48
1932,32
1933,37
1934,37
1935,39
1936,42
1937,45
1938,48
1939,32
1940,37
1941,37
1942,39
1943,42
1944,45
1945,48
1946,32
1947,37
1948,37
1949,43
1950,48
1951,51
1952,54
1953,37
1954,43
1955,43
1956,45
1957,48
1958,51
1959,54
1960,37
1961,43
1962,43
1963,45
1964,48
1965,51
1966,54
1967,37
1968,43
1969,43
1970,45
1971,48
1972,51
1973,54
1974,37
1975,43
1976,43
1977,45
1978,48
1979,51
1980,28
1981,32
1982,32
1983,33
1984,35
1985,38
1986,42
1987,28
1988,32
1989,32
1990,33
1991,35
1992,38
1993,42
1994,28
1995,32
1996,32
1997,33
1998,35
1999,38
2000,42
2001,28
2002,32
2003,32
2004,33
2005,35
2006,38
2007,42
2008,28
2009,32
2010,32
2011,34
2012,37
2013,41
2014,44
2015,30
2016,33
2017,33
2018,35
2019,38
2020,41
2021,44
2022,30
2023,33
2024,33
2025,35
2026,38
2027,41
2028,44
2029,30
2030,33
2031,33
2032,35
2033,38
2034,41
2035,44
2036,30
2037,33
2038,33
2039,39
2040,43
2041,45
2042,48
2043,33
2044,38
2045,38
2046,41
2047,44
2048,46
2049,48
2050,33
2051,38
2052,38
2053,41
2054,44
2055,46
2056,48
2057,33
2058,38
2059,38
2060,41
2061,44
2062,46
2063,48
2064,33
2065,38
2066,38
2067,41
2068,44
2069,46
2070,26
2071,29
2072,29
2073,31
2074,33
2075,35
2076,38
2077,26
2078,29
2079,29
2080,31
2081,33
2082,35
2083,38
2084,26
2085,29
2086,29
2087,31
2088,33
2089,35
2090,38
2091,26
2092,29
2093,29
2094,31
2095,33
2096,35
2097,38
2098,26
2099,29
2100,29
2101,32
2102,35
2103,37
2104,40
2105,27
2106,31
2107,31
2108,33
2109,35
2110,37
2111,40
2112,27
2113,31
2114,31
2115,33
2116,35
2117,37
2118,40
2119,27
2120,31
2121,31
2122,33
2123,35
2124,37
2125,40
2126,27
2127,31
2128,31
2129,36
2130,39
2131,42
2132,44
2133,31
2134,35
2135,35
2136,38
2137,40
2138,42
2139,44
2140,31
2141,35
2142,35
2143,38
2144,40
2145,42
2146,44
2147,31
2148,35
2149,35
2150,38
2151,40
2152,42
2153,44
2154,31
2155,35
2156,35
2157,38
2158,40
2159,42
2160,19
2161,22
2162,21
2163,22
2164,24
2165,25
2166,27
2167,19
2168,22
2169,22
2170,23
2171,24
2172,25
2173,27
2174,19
2175,22
2176,22
2177,23
2178,24
2179,25
2180,27
2181,19
2182,22
2183,22
2184,23
2185,24
2186,25
2187,27
2188,19
2189,22
2190,22
2191,23
2192,25
2193,27
2194,29
2195,20
2196,23
2197,22
2198,23
2199,25
2200,27
2201,29
2202,20
2203,23
2204,22
2205,23
2206,25
2207,27
2208,29
2209,20
2210,23
2211,22
2212,23
2213,25
2214,27
2215,29
2216,20
2217,23
2218,22
2219,26
2220,28
2221,30
2222,32
2223,22
2224,26
2225,26
2226,27
2227,29
2228,30
2229,32
2230,22
2231,26
2232,26
2233,27
2234,29
2235,30
2236,32
2237,22
2238,26
2239,26
2240,27
2241,29
2242,30
2243,32
2244,22
2245,26
2246,26
2247,27
2248,29
2249,30
2250,18
2251,21
2252,21
2253,22
2254,24
2255,26
2256,27
2257,18
2258,21
2259,21
2260,22
2261,24
2262,26
2263,27
2264,18
2265,21
2266,21
2267,22
2268,24
2269,26
2270,27
2271,18
2272,21
2273,21
2274,22
2275,24
2276,26
2277,27
2278,18
2279,21
2280,21
2281,23
2282,25
2283,27
2284,28
2285,19
2286,22
2287,22
2288,23
2289,25
2290,27
2291,28
2292,19
2293,22
2294,22
2295,23
2296,25
2297,27
2298,28
2299,19
2300,22
2301,22
2302,23
2303,25
2304,27
2305,28
2306,19
2307,22
2308,22
2309,26
2310,28
2311,30
2312,31
2313,22
2314,26
2315,26
2316,27
2317,29
2318,30
2319,31
2320,22
2321,26
2322,26
2323,27
2324,29
2325,30
2326,31
2327,22
2328,26
2329,26
2330,27
2331,29
2332,30
2333,31
2334,22
2335,26
2336,26
2337,27
2338,29
2339,30
2340,17
2341,19
2342,19
2343,20
2344,21
2345,23
2346,25
2347,17
2348,19
2349,19
2350,20
2351,21
2352,23
2353,25
2354,17
2355,19
2356,19
2357,20
2358,21
2359,23
2360,25
2361,17
2362,19
2363,19
2364,20
2365,21
2366,23
2367,25
2368,17
2369,19
2370,19
2371,21
2372,23
2373,24
2374,26
2375,18
2376,20
2377,20
2378,21
2379,23
2380,25
2381,26
2382,18
2383,20
2384,20
2385,21
2386,23
2387,25
2388,26
2389,18
2390,20
2391,20
2392,21
2393,23
2394,25
2395,26
2396,18
2397,20
2398,20
2399,23
2400,26
2401,28
2402,29
2403,20
2404,23
2405,23
2406,25
2407,26
2408,28
2409,29
2410,20
2411,23
2412,23
2413,25
2414,26
2415,28
2416,29
2417,20
2418,23
2419,23
2420,25
2421,26
2422,28
2423,29
2424,20
2425,23
2426,23
2427,25
2428,26
2429,28
2430,32
2431,35
2432,35
2433,37
2434,40
2435,43
2436,46
2437,33
2438,35
2439,35
2440,37
2441,40
2442,43
2443,46
2444,33
2445,35
2446,35
2447,37
2448,40
2449,43
2450,46
2451,33
2452,35
2453,35
2454,37
2455,40
2456,43
2457,46
2458,33
2459,35
2460,35
2461,39
2462,42
2463,45
2464,48
2465,34
2466,38
2467,37
2468,40
2469,42
2470,45
2471,48
2472,34
2473,38
2474,37
2475,40
2476,42
2477,45
2478,48
2479,34
2480,38
2481,37
2482,40
2483,42
2484,45
2485,48
2486,34
2487,38
2488,37
2489,43
2490,47
2491,50
2492,52
2493,38
2494,43
2495,43
2496,45
2497,48
2498,50
2499,52
2500,38
2501,43
2502,43
2503,45
2504,48
2505,50
2506,52
2507,38
2508,43
2509,43
2510,45
2511,48
2512,50
2513,52
2514,38
2515,43
2516,43
2517,45
2518,48
2519,50
2520,26
2521,29
2522,29
2523,31
2524,33
2525,36
2526,39
2527,26
2528,29
2529,29
2530,31
2531,33
2532,36
2533,39
2534,26
2535,29
2536,29
2537,31
2538,33
2539,36
2540,39
2541,26
2542,29
2543,29
2544,31
2545,33
2546,36
2547,39
2548,26
2549,29
2550,29
2551,32
2552,35
2553,38
2554,41
2555,28
2556,31
2557,31
2558,33
2559,35
2560,38
2561,41
2562,28
2563,31
2564,31
2565,33
2566,35
2567,38
2568,41
2569,28
2570,31
2571,31
2572,33
2573,35
2574,38
2575,41
2576,28
2577,31
2578,31
2579,36
2580,40
2581,43
2582,45
2583,31
2584,36
2585,36
2586,38
2587,41
2588,43
2589,45
2590,31
2591,36
2592,36
2593,38
2594,41
2595,43
2596,45
2597,31
2598,36
2599,36
2600,38
2601,41
2602,43
2603,45
2604,31
2605,36
2606,36
2607,38
2608,41
2609,43
2610,26
2611,30
2612,30
2613,32
2614,34
2615,38
2616,41
2617,27
2618,31
2619,30
2620,32
2621,34
2622,38
2623,41
2624,27
2625,31
2626,30
2627,32
2628,34
2629,38
2630,41
2631,27
2632,31
2633,30
2634,32
2635,34
2636,38
2637,41
2638,27
2639,31
2640,30
2641,33
2642,37
2643,40
2644,43
2645,28
2646,32
2647,32
2648,34
2649,37
2650,40
2651,43
2652,28
2653,32
2654,32
2655,34
2656,37
2657,40
2658,43
2659,28
2660,32
2661,32
2662,34
2663,37
2664,40
2665,43
2666,28
2667,32
2668,32
2669,38
2670,42
2671,45
2672,47
2673,31
2674,38
2675,38
2676,40
2677,43
2678,45
2679,47
2680,31
2681,38
2682,38
2683,40
2684,43
2685,45
2686,47
2687,31
2688,38
2689,38
2690,40
2691,43
2692,45
2693,47
2694,31
2695,38
2696,38
2697,40
2698,43
2699,45
2700,12
2701,15
2702,15
2703,16
2704,17
2705,18
2706,20
2707,12
2708,15
2709,15
2710,16
2711,17
2712,18
2713,20
2714,12
2715,15
2716,15
2717,16
2718,17
2719,18
2720,20
2721,12
2722,15
2723,15
2724,16
2725,17
2726,18
2727,20
2728,12
2729,15
2730,15
2731,16
2732,18
2733,20
2734,21
2735,13
2736,16
2737,16
2738,17
2739,18
2740,20
2741,21
2742,13
2743,16
2744,16
2745,17
2746,18
2747,20
2748,21
2749,13
2750,16
2751,16
2752,17
2753,18
2754,20
2755,21
2756,13
2757,16
2758,16
2759,19
2760,21
2761,22
2762,23
2763,15
2764,18
2765,18
2766,20
2767,21
2768,22
2769,23
2770,15
2771,18
2772,18
2773,20
2774,21
2775,22
2776,23
2777,15
2778,18
2779,18
2780,20
2781,21
2782,22
2783,23
2784,15
2785,18
2786,18
2787,20
2788,21
2789,22
2790,18
2791,20
2792,20
2793,22
2794,25
2795,26
2796,28
2797,19
2798,21
2799,21
2800,22
2801,25
2802,26
2803,28
2804,19
2805,21
2806,21
2807,22
2808,25
2809,26
2810,28
2811,19
2812,21
2813,21
2814,22
2815,25
2816,26
2817,28
2818,19
2819,21
2820,21
2821,24
2822,26
2823,28
2824,29
2825,20
2826,23
2827,23
2828,24
2829,26
2830,28
2831,29
2832,20
2833,23
2834,23
2835,24
2836,26
2837,28
2838,29
2839,20
2840,23
2841,23
2842,24
2843,26
2844,28
2845,29
2846,20
2847,23
2848,23
2849,27
2850,29
2851,31
2852,32
2853,23
2854,26
2855,27
2856,28
2857,29
2858,31
2859,32
2860,23
2861,26
2862,27
2863,28
2864,29
2865,31
2866,32
2867,23
2868,26
2869,27
2870,28
2871,29
2872,31
2873,32
2874,23
2875,26
2876,27
2877,28
2878,29
2879,31
2880,16
2881,18
2882,18
2883,19
2884,21
2885,23
2886,25
2887,17
2888,18
2889,18
2890,19
2891,21
2892,23
2893,25
2894,17
2895,18
2896,18
2897,19
2898,21
2899,23
2900,25
2901,17
2902,18
2903,18
2904,19
2905,21
2906,23
2907,25
2908,17
2909,18
2910,18
2911,20
2912,22
2913,24
2914,26
2915,18
2916,19
2917,19
2918,21
2919,22
2920,24
2921,26
2922,18
2923,19
2924,19
2925,21
2926,22
2927,24
2928,26
2929,18
2930,19
2931,19
2932,21
2933,22
2934,24
2935,26
2936,18
2937,19
2938,19
2939,23
2940,26
2941,27
2942,29
2943,19
2944,23
2945,23
2946,25
2947,26
2948,27
2949,29
2950,19
2951,23
2952,23
2953,25
2954,26
2955,27
2956,29
2957,19
2958,23
2959,23
2960,25
2961,26
2962,27
2963,29
2964,19
2965,23
2966,23
2967,25
2968,26
2969,27
2970,15
2971,18
2972,18
2973,19
2974,20
2975,22
2976,23
2977,15
2978,18
2979,18
2980,19
2981,20
2982,22
2983,23
2984,15
2985,18
2986,18
2987,19
2988,20
2989,22
2990,23
2991,15
2992,18
2993,18
2994,19
2995,20
2996,22
2997,23
